numeropol,marque_voiture,couleur_voiture,presence_alarme,license_plate
61230,HONDA,Autre,1,GVYB-035
61232,VOLKSWAGEN,Autre,1,027 6MZ
61232,FIAT,Autre,1,KVB 507
61232,RENAULT,Autre,1,301 635
61232,FIAT,Autre,0,HUN 489
61241,ROVER,Autre,0,MJS 546
61255,BMW,Autre,0,PU 7842
61261,VOLKSWAGEN,Autre,1,389 EYZ
61270,HONDA,Rouge,1,238 4RQ
61272,GM,Autre,1,WFC77
61279,PEUGEOT,Autre,0,FMS51
61283,NISSAN,Autre,1,LYG 202
61283,RENAULT,Autre,1,043 MPC
61286,VOLKSWAGEN,Autre,1,HEF 606
61290,HONDA,Autre,1,KN2 115
61300,AUDI,Autre,0,ZYU 085
61305,NISSAN,Autre,1,FNJ 294
61305,GM,Autre,1,IJV39
61305,MAZDA,Autre,0,LAR 297
61307,GM,Autre,0,KV3 480
61308,VOLKSWAGEN,Autre,1,JAE 616
61315,VOLVO,Autre,1,HZ4 18M
61315,FORD,Autre,1,R15 KRH
61315,MERCEDES-B,Autre,1,R98 UPL
61316,PEUGEOT,Autre,1,599 GAH
61318,VOLKSWAGEN,Autre,0,ZAC 588
61323,PEUGEOT,Autre,1,NMD-1520
61340,HONDA,Autre,1,NIV68
61342,BMW,Autre,1,71 32TD
61352,HONDA,Autre,0,OVS 150
61364,RENAULT,Autre,1,07 80IU
61369,VOLKSWAGEN,Autre,1,016189
61369,GM,Autre,1,CG0 59R
61371,TOYOTA,Autre,1,LYB-4639
61381,VOLVO,Autre,1,EN 1719
61392,FIAT,Autre,1,QC 7699
61401,GM,Autre,0,QTTP 772
61404,VOLKSWAGEN,Autre,1,GVZB-111
61407,HONDA,Autre,1,696183
61411,MAZDA,Autre,0,FDW22
61422,TOYOTA,Autre,0,022456
61461,VOLKSWAGEN,Rouge,0,PUD-1694
61484,VOLKSWAGEN,Autre,0,GVBY-605
61495,NISSAN,Rouge,1,STY 992
61506,HONDA,Autre,1,ZS2 537
61522,GM,Autre,1,SV 1025
61530,VOLKSWAGEN,Rouge,1,AS 1297
61551,PEUGEOT,Autre,1,IVQ 299
61562,VOLKSWAGEN,Rouge,1,JJ 5570
61563,RENAULT,Autre,1,RUL-1055
61592,HONDA,Autre,0,IKS91
61599,MITSUBISHI,Autre,0,RBT07
61606,VOLKSWAGEN,Autre,1,GNJ 325
61609,GM,Rouge,0,45 45BN
61611,DAIHATSU,Autre,1,129 VJX
61613,FORD,Autre,1,ARJ 974
61623,VOLKSWAGEN,Autre,1,KTM 645
61623,VOLKSWAGEN,Autre,0,WHQ-5019
61625,VOLKSWAGEN,Autre,0,GC 6221
61645,FORD,Autre,1,GVNV-496
61647,VOLKSWAGEN,Autre,0,765 RGQ
61653,HONDA,Autre,0,M47 COW
61669,FORD,Autre,0,581 821
61669,MAZDA,Autre,0,JCA 005
61669,MITSUBISHI,Autre,0,238 363
61670,PEUGEOT,Rouge,1,GI 2607
61671,ROVER,Autre,0,86 76NJ
61674,GM,Autre,1,51 96CX
61674,TOYOTA,Autre,1,902 998
61674,MERCEDES-B,Autre,1,LVW 463
61696,LANCIA,Autre,1,MVHE 634
61709,PEUGEOT,Rouge,1,054 7UV
61712,MAZDA,Autre,0,DR 5869
61725,PEUGEOT,Autre,0,483 5IH
61727,VOLKSWAGEN,Autre,0,966 021
61764,ALFA ROMEO,Autre,1,FA 8015
61764,VOLKSWAGEN,Autre,1,747 558
61765,TOYOTA,Autre,1,DLU 730
61768,RENAULT,Autre,1,K39 QVW
61768,MITSUBISHI,Autre,1,N48 YKN
61777,RENAULT,Rouge,0,141 286
61777,PEUGEOT,Rouge,1,NAP00
61779,RENAULT,Autre,0,251 TDQ
61782,SEAT,Autre,0,U37 XZZ
61783,FORD,Autre,1,EJH 168
61792,VOLVO,Autre,0,ZJ7 47X
61794,FORD,Rouge,1,048 002
61800,SEAT,Autre,1,OZ 6704
61805,HONDA,Autre,0,84 35AB
61807,HONDA,Autre,0,T49 DGI
61809,FIAT,Autre,1,MG1 669
61809,VOLKSWAGEN,Autre,1,639 WLC
61816,PEUGEOT,Rouge,1,250 9TI
61828,MERCEDES-B,Autre,1,WC 9950
61828,VOLKSWAGEN,Autre,1,398 7YU
61828,VOLKSWAGEN,Autre,0,OTI-6407
61833,AUDI,Autre,0,KZ 9635
61838,HONDA,Autre,0,JM 1599
61846,PEUGEOT,Autre,1,468 MKG
61846,FIAT,Autre,1,NRR 158
61861,VOLKSWAGEN,Autre,0,824 303
61885,HONDA,Rouge,1,RD6 66X
61886,MITSUBISHI,Autre,1,LSMI 195
61895,RENAULT,Autre,1,GVPJ-957
61926,VOLKSWAGEN,Autre,1,T80 HGC
61926,GM,Autre,1,NOU 079
61933,ROVER,Autre,1,787650
61933,PEUGEOT,Autre,1,OSS-2562
61934,AUDI,Autre,0,629 PVM
61946,PEUGEOT,Autre,1,T64 XFO
61946,RENAULT,Autre,1,KBD 956
61946,DAEWOO,Autre,1,CLR 048
61966,HONDA,Autre,0,JY3 21U
61967,VOLKSWAGEN,Autre,0,JTT 890
61969,RENAULT,Autre,1,RJ 0124
61974,MAZDA,Autre,1,945 008
61974,VOLKSWAGEN,Autre,0,993 EAP
61988,MERCEDES-B,Autre,1,ECGA 910
61990,VOLKSWAGEN,Autre,1,474564
61990,FORD,Autre,1,WRP 663
61995,MAZDA,Autre,1,BR 0619
61999,HONDA,Autre,0,863 433
61999,RENAULT,Autre,1,625 EXT
61999,HONDA,Autre,1,NF2 19I
61999,RENAULT,Autre,0,YW 4370
62014,FORD,Autre,1,EE7 43X
62017,PEUGEOT,Autre,1,105638
62034,TOYOTA,Autre,1,JKY 170
62039,VOLKSWAGEN,Autre,0,LQS70
62041,TOYOTA,Autre,1,LU7 50T
62045,VOLKSWAGEN,Autre,1,853 9PR
62045,FORD,Autre,1,MSH 530
62046,VOLKSWAGEN,Autre,1,WN 4296
62046,MERCEDES-B,Autre,1,OFR 575
62046,NISSAN,Autre,0,092 7GU
62061,BMW,Autre,0,YCRP 686
62062,BMW,Autre,1,ZW4 41S
62071,TOYOTA,Rouge,1,72 21OV
62079,VOLKSWAGEN,Autre,1,JP1 25N
62079,MERCEDES-B,Autre,1,DH8 545
62083,RENAULT,Autre,1,TC 3822
62083,GM,Autre,1,051 XJV
62083,TOYOTA,Autre,0,996 UDI
62089,GM,Autre,0,DOX 365
62089,RENAULT,Autre,0,OOTA 099
62096,GM,Autre,1,OQ 2690
62097,MAZDA,Autre,1,824829
62102,VOLKSWAGEN,Rouge,1,35 10BE
62104,LANCIA,Autre,1,GVWO-856
62104,FORD,Autre,1,FR6 123
62104,MAZDA,Autre,1,989 7MG
62106,HONDA,Autre,1,692 RDQ
62106,FORD,Autre,1,LZS 215
62116,MERCEDES-B,Autre,0,64 97TO
62122,MERCEDES-B,Autre,1,HUD-4809
62122,RENAULT,Autre,1,JCL19
62123,FORD,Autre,0,83 83CD
62133,SEAT,Autre,1,HBM82
62133,FIAT,Autre,1,AM 1371
62151,HONDA,Autre,1,NXE-7226
62151,HONDA,Autre,0,NE 0933
62165,HONDA,Autre,0,TFUZ 845
62187,RENAULT,Autre,1,PT 4206
62187,LANCIA,Autre,1,EKK44
62189,MAZDA,Autre,1,GVGR-215
62193,VOLKSWAGEN,Autre,1,FD 2057
62205,RENAULT,Autre,1,SM 8302
62205,VOLKSWAGEN,Autre,0,335 7ZM
62205,ROVER,Autre,1,RK 3539
62209,PEUGEOT,Autre,0,TTF 078
62223,VOLKSWAGEN,Autre,0,WF2 17A
62226,NISSAN,Autre,1,ZP2 064
62239,MERCEDES-B,Autre,1,XUG-9063
62241,VOLKSWAGEN,Autre,1,LVA 457
62247,AUDI,Autre,0,746822
62247,VOLKSWAGEN,Autre,0,KUVS 855
62248,FORD,Autre,0,105 PEO
62257,DAEWOO,Autre,1,QSU54
62265,PEUGEOT,Autre,0,625936
62265,VOLKSWAGEN,Autre,0,950738
62272,ALFA ROMEO,Autre,1,145 0QD
62284,FORD,Autre,1,XXI 144
62294,ROVER,Rouge,1,UFSS 087
62294,TOYOTA,Rouge,0,680 3RO
62312,MITSUBISHI,Autre,1,92 13TH
62317,NISSAN,Autre,1,445 AGF
62325,NISSAN,Autre,0,693 743
62325,RENAULT,Autre,0,544 TLZ
62326,HYUNDAI,Autre,1,GEG 294
62327,TOYOTA,Autre,1,RZV 400
62327,NISSAN,Autre,1,647 MVE
62356,FORD,Autre,1,WE 0455
62356,GM,Autre,0,BP 5565
62369,VOLKSWAGEN,Autre,1,ADS 279
62369,MERCEDES-B,Autre,1,O93 TYT
62383,MERCEDES-B,Autre,1,878 PEZ
62395,GM,Rouge,1,480 OUT
62405,HONDA,Autre,0,LX2 43E
62416,RENAULT,Autre,0,GVIJ-073
62422,HONDA,Autre,0,KN 5133
62428,VOLKSWAGEN,Autre,0,395 WXI
62429,MERCEDES-B,Rouge,0,750 RMG
62430,PEUGEOT,Autre,0,026 2FT
62430,FIAT,Autre,0,VXI 593
62431,MAZDA,Autre,0,957 423
62447,RENAULT,Autre,0,445 BBA
62450,GM,Autre,0,146 2VN
62465,VOLVO,Autre,1,046 331
62465,LANCIA,Autre,0,BXX 879
62481,FORD,Autre,1,NWY-0606
62481,PEUGEOT,Autre,0,JC2 89Y
62485,VOLKSWAGEN,Autre,0,734348
62485,VOLVO,Autre,0,PCF 604
62486,MERCEDES-B,Autre,0,99 97AE
62494,FIAT,Autre,0,PH 0026
62497,VOLKSWAGEN,Rouge,0,XF7 832
62498,MERCEDES-B,Autre,0,499 3VN
62500,GM,Autre,1,MWF-1303
62501,VOLKSWAGEN,Rouge,1,AQF 805
62517,FORD,Autre,1,ZBA 308
62517,NISSAN,Autre,1,ZMQD 638
62524,GM,Autre,0,QJ5 760
62528,VOLKSWAGEN,Rouge,1,917 2BA
62528,MERCEDES-B,Rouge,1,LDV 140
62529,PEUGEOT,Autre,1,702 2AB
62534,Autres,Autre,0,ZJF31
62541,RENAULT,Autre,0,LOM-1920
62544,FORD,Autre,1,515 0QU
62544,MAZDA,Autre,0,756 CDD
62552,VOLVO,Autre,1,LCAW 846
62552,ALFA ROMEO,Autre,1,337 142
62560,HONDA,Autre,0,EO1 069
62573,BMW,Autre,0,DV 3344
62575,MAZDA,Autre,0,WON-6488
62606,SUZUKI,Autre,0,714 LYD
62616,MITSUBISHI,Autre,0,AW5 09Z
62641,GM,Autre,1,383 184
62643,VOLKSWAGEN,Rouge,1,VK3 56B
62649,FORD,Autre,1,WZW 582
62649,NISSAN,Autre,0,XCT 520
62650,AUDI,Autre,1,PLB90
62650,TOYOTA,Autre,1,627 XHK
62651,HONDA,Autre,1,TIJ-4294
62666,GM,Autre,1,092734
62670,MAZDA,Rouge,1,851 EZR
62670,VOLKSWAGEN,Rouge,0,TOF 372
62684,RENAULT,Rouge,1,200 ELT
62685,FORD,Autre,1,IVX 067
62685,RENAULT,Autre,1,DLE47
62690,GM,Autre,1,932 1CJ
62690,DAEWOO,Autre,0,910 POJ
62691,RENAULT,Autre,0,QC 3026
62697,FIAT,Autre,1,IP 4488
62700,RENAULT,Rouge,0,808 018
62705,RENAULT,Autre,1,O19 LZR
62705,VOLKSWAGEN,Autre,1,MQA 104
62711,VOLVO,Autre,0,EJP 430
62718,PEUGEOT,Rouge,1,478 ALF
62718,PEUGEOT,Rouge,0,JU 1073
62720,VOLVO,Autre,1,BRV-8431
62737,TOYOTA,Autre,1,338 NJI
62737,DAEWOO,Autre,1,80 11QW
62743,ALFA ROMEO,Autre,0,DAN 613
62756,VOLKSWAGEN,Autre,1,C11 IFO
62756,FORD,Autre,1,NG 1826
62762,GM,Autre,1,OAS 736
62762,NISSAN,Autre,1,GVUX-275
62775,PEUGEOT,Autre,0,QN 3719
62791,MAZDA,Autre,1,RS 8704
62791,MITSUBISHI,Autre,1,P88 SZQ
62792,LANCIA,Rouge,0,PXD 026
62794,AUDI,Autre,1,BARH 586
62811,PEUGEOT,Autre,0,WJB-9796
62814,HONDA,Autre,0,VV 7756
62828,ROVER,Autre,0,K03 GXX
62830,NISSAN,Autre,1,GVWW-642
62845,NISSAN,Autre,1,23 02EB
62845,TOYOTA,Autre,1,99 63GR
62847,MERCEDES-B,Autre,1,BW 8579
62853,PEUGEOT,Rouge,1,D07 JSK
62853,VOLKSWAGEN,Rouge,1,FE 8784
62860,PEUGEOT,Autre,1,UJ6 846
62863,NISSAN,Autre,0,BWU-4278
62863,TOYOTA,Autre,0,Z66 FJB
62873,TOYOTA,Autre,0,596 QKP
62889,GM,Autre,1,89 98ZX
62908,TOYOTA,Rouge,1,LYRF 908
62909,MERCEDES-B,Autre,1,910 808
62911,VOLKSWAGEN,Autre,0,CEJ-8293
62944,NISSAN,Autre,1,688 PIG
62944,RENAULT,Autre,1,GVHR-985
62945,GM,Autre,1,AXK 991
62947,GM,Autre,1,05 01RR
62947,PEUGEOT,Autre,1,23 18PY
62950,BMW,Autre,0,538 IES
62951,HONDA,Autre,0,498 705
62960,GM,Autre,1,831 8XM
62969,RENAULT,Autre,0,W06 CYM
62976,RENAULT,Autre,0,MCI 583
62976,RENAULT,Autre,1,084 263
62981,GM,Autre,1,49 91RC
62987,HONDA,Autre,1,CM 8649
63029,NISSAN,Autre,1,CY9 18L
63031,SAAB,Autre,1,615 825
63033,MITSUBISHI,Autre,0,MU6 229
63033,FORD,Autre,0,OHL 951
63040,AUDI,Autre,1,UM8 545
63040,BMW,Autre,1,HKD43
63040,PEUGEOT,Autre,1,Y09 WYT
63040,MERCEDES-B,Autre,1,495 WEO
63044,NISSAN,Autre,0,PS1 42V
63049,NISSAN,Autre,1,WI7 698
63049,MAZDA,Autre,1,419 9CR
63049,GM,Autre,1,471359
63075,BMW,Autre,0,499 3FB
63082,RENAULT,Autre,1,OX9 71O
63082,AUDI,Autre,1,WPA 595
63086,GM,Autre,1,OP 8270
63086,VOLKSWAGEN,Autre,0,AQI 464
63115,NISSAN,Autre,1,774 268
63115,MAZDA,Autre,1,740089
63125,SKODA,Autre,1,082 202
63125,MITSUBISHI,Autre,0,SJM 649
63129,RENAULT,Autre,1,ZJG-0957
63162,HONDA,Autre,0,JK7 34W
63169,BMW,Autre,1,XNB55
63171,GM,Autre,0,421 546
63171,RENAULT,Autre,0,FRQ 304
63194,PEUGEOT,Autre,0,BEW 109
63197,GM,Autre,1,515 OEU
63199,PEUGEOT,Autre,1,707 SAD
63199,GM,Autre,1,55 26TK
63203,VOLKSWAGEN,Autre,1,617230
63210,GM,Autre,1,24 58PO
63210,ALFA ROMEO,Autre,0,ZML 003
63220,VOLKSWAGEN,Autre,1,NDS 448
63229,MITSUBISHI,Autre,0,69 30SL
63231,FORD,Rouge,1,34 49FM
63231,ALFA ROMEO,Rouge,1,MD9 24Z
63231,ALFA ROMEO,Rouge,0,UD 4365
63242,PEUGEOT,Autre,0,740545
63242,ALFA ROMEO,Autre,0,541 1TH
63247,TOYOTA,Autre,0,GVHK-789
63248,MITSUBISHI,Autre,1,PH 4462
63248,SEAT,Autre,1,RO6 76L
63248,BMW,Autre,1,87 96VE
63261,HONDA,Autre,1,FXK-0005
63262,FIAT,Autre,0,Y08 DRE
63263,TOYOTA,Autre,1,UU 0530
63269,SUBARU,Autre,1,NH 3413
63271,VOLKSWAGEN,Autre,0,631 169
63283,PEUGEOT,Autre,0,XSNA 473
63290,HONDA,Autre,1,YTL 470
63290,RENAULT,Autre,1,520 316
63296,NISSAN,Autre,1,EYZ26
63312,PEUGEOT,Autre,1,TO 0888
63321,HONDA,Autre,1,RT 3742
63321,FIAT,Autre,1,NQ8 14F
63321,MAZDA,Autre,1,PFU 503
63325,RENAULT,Autre,0,26 20BH
63330,TOYOTA,Autre,0,X06 JLA
63331,AUDI,Rouge,1,DVB 321
63351,GM,Autre,1,UY 1878
63357,RENAULT,Autre,0,083407
63357,BMW,Autre,0,RNB 526
63359,VOLKSWAGEN,Autre,0,HYY 922
63359,HONDA,Autre,0,MIY66
63360,MITSUBISHI,Autre,0,HCM 976
63360,RENAULT,Autre,0,036773
63384,VOLKSWAGEN,Autre,1,21 49NX
63393,VOLKSWAGEN,Autre,1,FYF 962
63393,VOLKSWAGEN,Autre,0,538579
63395,ALFA ROMEO,Autre,0,GVWQ-014
63406,MERCEDES-B,Autre,1,MXO 305
63414,HONDA,Autre,1,319 BHE
63414,VOLKSWAGEN,Autre,0,IR 5117
63424,VOLKSWAGEN,Autre,0,60 24UA
63425,VOLKSWAGEN,Autre,0,LDY 688
63427,FORD,Autre,0,913190
63429,HONDA,Autre,1,LA 1723
63435,FORD,Autre,0,161818
63440,MAZDA,Autre,1,993 FGM
63440,FIAT,Autre,0,BZI 966
63458,MAZDA,Rouge,1,VXI 646
63466,HONDA,Autre,1,ZE 2208
63466,FIAT,Autre,1,677 YJC
63503,FORD,Autre,1,Z65 PTF
63513,SUZUKI,Autre,0,HEJ 880
63514,VOLKSWAGEN,Autre,1,VTR 503
63514,MERCEDES-B,Autre,1,JF 0282
63517,FORD,Autre,1,UWGA 172
63518,PEUGEOT,Rouge,0,670 JKP
63524,RENAULT,Autre,1,377015
63546,TOYOTA,Autre,1,27 82BC
63555,FIAT,Autre,0,TCS 414
63565,RENAULT,Autre,0,GVHG-266
63581,RENAULT,Autre,1,MOV65
63581,VOLKSWAGEN,Autre,1,JLH 689
63584,FORD,Autre,0,PFC-1802
63591,VOLKSWAGEN,Rouge,1,224821
63603,HONDA,Autre,0,ICM86
63612,VOLKSWAGEN,Rouge,0,OS 4619
63624,VOLKSWAGEN,Autre,1,ZHT 787
63629,BMW,Autre,0,GVFU-474
63647,VOLKSWAGEN,Autre,1,NBY 196
63662,VOLKSWAGEN,Autre,1,382 POR
63666,GM,Autre,0,304 8PL
63666,PEUGEOT,Autre,0,240974
63669,AUDI,Autre,1,FG8 315
63708,MITSUBISHI,Autre,1,YSH 399
63708,TOYOTA,Autre,1,510 9BO
63717,PEUGEOT,Autre,0,CW 9685
63726,SUBARU,Autre,0,219 5BX
63742,FIAT,Rouge,1,AZG-2214
63762,MERCEDES-B,Autre,0,PMX-2311
63763,HONDA,Rouge,1,MHW26
63763,PEUGEOT,Rouge,1,CW 2937
63769,HONDA,Rouge,1,686 VAT
63779,TOYOTA,Autre,1,RQ 1094
63779,HONDA,Autre,0,ZQ 3604
63790,VOLKSWAGEN,Autre,0,SYU 629
63801,SEAT,Autre,0,115 TZX
63804,HYUNDAI,Autre,0,OLO 898
63805,MERCEDES-B,Rouge,0,YR 2326
63805,TOYOTA,Rouge,1,JR3 18V
63805,TOYOTA,Rouge,0,JOZ 125
63812,VOLKSWAGEN,Autre,1,BR0 95P
63822,RENAULT,Autre,0,80 56RY
63823,VOLKSWAGEN,Autre,0,MD 4942
63827,SEAT,Autre,0,CYBS 017
63831,FORD,Autre,0,87 93XT
63831,SEAT,Autre,0,679 OXY
63835,HONDA,Autre,1,QS 5197
63847,PEUGEOT,Autre,1,R52 KAO
63847,FIAT,Autre,1,FLY-5299
63857,MERCEDES-B,Autre,0,PY7 63M
63857,MERCEDES-B,Autre,1,063 7LO
63858,RENAULT,Autre,0,VR6 088
63877,TOYOTA,Autre,1,GV 8249
63880,VOLKSWAGEN,Autre,1,PZ 8767
63890,ALFA ROMEO,Rouge,0,MJJ 549
63895,FORD,Autre,1,KIH74
63895,MERCEDES-B,Autre,0,JVQF 830
63896,TOYOTA,Autre,1,P79 BZZ
63896,BMW,Autre,1,BJA-7695
63896,RENAULT,Autre,1,356 0ZD
63907,VOLVO,Autre,1,GVND-098
63912,HONDA,Rouge,0,223 011
63917,VOLKSWAGEN,Autre,0,RZF 867
63941,BMW,Rouge,1,50 00JV
63941,VOLKSWAGEN,Rouge,1,16 13VR
63941,MERCEDES-B,Rouge,1,91 57QF
63941,FORD,Rouge,1,QWL 071
63945,VOLKSWAGEN,Autre,1,A41 AFI
63950,NISSAN,Autre,1,VS 0755
63950,TOYOTA,Autre,1,ZTY-2706
63952,NISSAN,Autre,1,UTW 442
63952,NISSAN,Autre,0,PQ7 63M
63958,FORD,Autre,1,IHX 477
63958,PEUGEOT,Autre,0,BVI78
63972,RENAULT,Autre,1,NH9 39J
63979,BMW,Autre,1,075 POX
63980,VOLKSWAGEN,Autre,1,WCR 555
63980,VOLKSWAGEN,Autre,0,GD9 08M
64010,VOLKSWAGEN,Autre,1,KK6 769
64016,VOLVO,Rouge,1,POR 037
64023,GM,Rouge,0,N38 OTS
64023,TOYOTA,Rouge,1,LP 0795
64036,GM,Autre,1,WDRC 278
64077,LADA,Autre,1,AA1 645
64077,HONDA,Autre,1,GVDF-065
64084,PEUGEOT,Autre,1,561732
64103,HONDA,Autre,1,936 CWP
64103,FORD,Autre,1,EHXA 717
64115,VOLKSWAGEN,Autre,1,98 53PL
64120,FORD,Autre,1,BQR50
64130,RENAULT,Autre,1,33 61EO
64137,VOLKSWAGEN,Autre,0,GVJG-854
64140,VOLKSWAGEN,Autre,1,063 ZEV
64146,VOLVO,Autre,0,MYAD 725
64151,TOYOTA,Autre,1,120 431
64151,RENAULT,Autre,0,89 38SL
64158,RENAULT,Autre,0,792 4YH
64183,BMW,Autre,1,RF0 927
64188,HYUNDAI,Autre,1,603076
64193,VOLKSWAGEN,Autre,1,432014
64203,TOYOTA,Autre,1,02 99FQ
64213,MAZDA,Autre,0,511 CAN
64214,GM,Rouge,1,68 59SV
64217,HONDA,Autre,1,EPM 904
64227,TOYOTA,Autre,0,BWY 474
64240,RENAULT,Autre,1,537 8KZ
64242,GM,Rouge,1,06 82TE
64242,NISSAN,Rouge,0,838493
64245,PEUGEOT,Autre,1,DWX 916
64249,FORD,Autre,1,RQ 5197
64275,ALFA ROMEO,Autre,0,PFW 132
64281,AUDI,Rouge,1,OJW 757
64283,VOLKSWAGEN,Autre,1,WC4 01A
64286,VOLKSWAGEN,Rouge,0,GVZG-472
64304,TOYOTA,Rouge,0,PS9 20V
64304,PEUGEOT,Rouge,0,WD 9486
64305,SAAB,Autre,0,OVT 137
64308,TOYOTA,Autre,1,WRR 196
64308,TOYOTA,Autre,0,WH9 631
64314,MITSUBISHI,Autre,1,JUR14
64316,VOLKSWAGEN,Autre,0,520 SIQ
64320,HONDA,Autre,1,636 138
64330,VOLKSWAGEN,Autre,1,PDW 054
64341,FORD,Autre,0,CWS 997
64356,VOLKSWAGEN,Rouge,1,FN3 36F
64363,RENAULT,Autre,0,51 20FK
64371,TOYOTA,Autre,0,BCW 339
64381,RENAULT,Rouge,1,834402
64383,MERCEDES-B,Autre,1,Y46 NCO
64398,VOLKSWAGEN,Autre,0,GLP 480
64398,FORD,Autre,0,42 13TG
64403,NISSAN,Autre,1,IMSD 671
64403,LANCIA,Autre,1,XXJ 736
64421,VOLKSWAGEN,Autre,1,WZOE 757
64439,FIAT,Autre,1,SW0 53M
64450,PEUGEOT,Autre,1,WRZ 605
64450,RENAULT,Autre,1,CHS 531
64453,VOLKSWAGEN,Autre,0,WVN 558
64457,RENAULT,Rouge,1,GVZO-446
64460,MAZDA,Autre,0,LN 2961
64460,PEUGEOT,Autre,0,PSE-9703
64483,RENAULT,Rouge,0,WGR 025
64483,HONDA,Rouge,0,BHN-7704
64483,VOLKSWAGEN,Rouge,0,GQX 484
64499,TOYOTA,Autre,1,VYJ 431
64499,TOYOTA,Autre,0,C96 YQO
64505,MITSUBISHI,Autre,0,PR 6564
64505,PEUGEOT,Autre,0,GCE05
64511,MITSUBISHI,Autre,1,RTJ 287
64537,HONDA,Rouge,1,BED 484
64538,HONDA,Autre,0,OML80
64556,MAZDA,Autre,1,PE 2877
64560,FORD,Autre,1,EPB 628
64573,NISSAN,Autre,1,SVO 465
64590,MERCEDES-B,Autre,0,KO9 79B
64590,MITSUBISHI,Autre,0,20 84YD
64590,VOLKSWAGEN,Autre,0,SO 0818
64599,VOLKSWAGEN,Autre,0,O39 NNO
64600,RENAULT,Autre,1,095 009
64619,VOLKSWAGEN,Autre,0,LWS 233
64620,VOLVO,Rouge,1,UNP 923
64625,FIAT,Autre,1,508 412
64627,VOLVO,Autre,1,MNZO 488
64633,PEUGEOT,Autre,0,UD6 292
64635,VOLKSWAGEN,Rouge,1,378 NHU
64638,VOLKSWAGEN,Autre,1,627 ARO
64645,PEUGEOT,Autre,1,083021
64646,VOLKSWAGEN,Autre,1,LTK 449
64646,PEUGEOT,Autre,0,YZLF 996
64668,VOLKSWAGEN,Autre,0,SKU 283
64674,RENAULT,Autre,1,HX5 93U
64678,RENAULT,Autre,1,441 PXD
64678,RENAULT,Autre,0,SM 9776
64682,GM,Autre,1,XXR 442
64699,VOLKSWAGEN,Autre,0,023 VOB
64716,PEUGEOT,Autre,1,591 BXZ
64716,GM,Autre,0,GVAL-844
64717,HONDA,Autre,1,E56 PFX
64717,FORD,Autre,1,07 65TS
64717,MAZDA,Autre,1,CYG 860
64719,MERCEDES-B,Autre,1,CXZB 876
64726,VOLKSWAGEN,Autre,0,IA9 898
64729,VOLKSWAGEN,Rouge,0,U92 FIW
64741,FORD,Autre,0,BPE 432
64747,PEUGEOT,Autre,1,M22 CXN
64747,VOLKSWAGEN,Autre,1,896 8BT
64747,VOLKSWAGEN,Autre,0,310 098
64763,VOLKSWAGEN,Autre,1,GVZJ-653
64764,ROVER,Rouge,0,P55 JGS
64767,RENAULT,Autre,1,VDW 569
64787,PEUGEOT,Autre,1,RCH 369
64807,VOLKSWAGEN,Autre,1,UEY 072
64807,HONDA,Autre,1,510 OAE
64810,AUDI,Autre,0,PWH 407
64815,HONDA,Autre,1,GCI 153
64824,MERCEDES-B,Autre,0,716 935
64843,BMW,Autre,0,AYA-7473
64846,FIAT,Autre,0,WX 1912
64846,BMW,Autre,0,ILLM 907
64846,FORD,Autre,0,GVME-413
64851,VOLKSWAGEN,Autre,1,IVR 913
64857,HONDA,Autre,1,GS 2924
64857,TOYOTA,Autre,1,ZWRQ 107
64868,HONDA,Autre,1,SICD 779
64868,SUZUKI,Autre,1,AO8 20M
64869,RENAULT,Autre,0,GVUT-704
64869,VOLKSWAGEN,Autre,0,776 730
64872,MERCEDES-B,Autre,1,842 LKY
64874,FORD,Rouge,0,PP7 30E
64878,Autres,Autre,1,TRT 949
64886,VOLKSWAGEN,Autre,1,IB 5945
64886,GM,Autre,0,UF 1642
64901,SUZUKI,Autre,1,77 07TX
64901,VOLKSWAGEN,Autre,1,UV0 539
64905,NISSAN,Autre,1,JED-5060
64905,FORD,Autre,0,CZ7 593
64909,MERCEDES-B,Rouge,1,676680
64911,AUDI,Autre,1,158 6ER
64929,GM,Rouge,0,059 551
64933,MAZDA,Autre,0,RO6 264
64974,SEAT,Autre,1,BBJ14
64974,TOYOTA,Autre,0,15 41FR
64995,PEUGEOT,Autre,1,LCH39
64996,MERCEDES-B,Autre,1,J86 CFI
64996,MERCEDES-B,Autre,0,OTZ 720
65001,BMW,Autre,0,554 NOM
65001,VOLVO,Autre,0,AWV-9497
65003,RENAULT,Autre,1,SYD 288
65003,MITSUBISHI,Autre,0,IZ 5636
65008,FORD,Rouge,1,YPK 661
65008,SEAT,Rouge,1,98 11ST
65027,MERCEDES-B,Autre,1,965 KVY
65027,RENAULT,Autre,1,IU3 12Z
65035,NISSAN,Autre,1,69 83BH
65045,HONDA,Autre,0,ZQZ 793
65051,VOLKSWAGEN,Autre,1,JDG-6246
65053,FORD,Autre,1,388 OSY
65053,ALFA ROMEO,Autre,0,274992
65066,MITSUBISHI,Autre,1,FBT 981
65070,FORD,Rouge,0,GVWV-582
65073,PEUGEOT,Autre,1,QJ 5013
65073,FORD,Autre,1,HVC 231
65084,FORD,Autre,0,09 76TG
65086,MITSUBISHI,Autre,1,35 16UP
65087,RENAULT,Rouge,0,121 DIV
65090,Autres,Autre,1,QTI 219
65094,HONDA,Autre,1,KME 006
